run_id,run_kind,input_term,source_term,fallback_term,comparison_group,comparison_terms,term_type,geography,geo_code,date_range,api_timeframe,search_type,category_id,category,retrieval_date,data_status,time_points,nonzero_points,top_queries,rising_queries,top_topics,rising_topics,partial_points,extraction_route,extraction_note,source_url
a40e4b15ce71,exact,what happens when you type a url in the browser,what happens when you type a url in the browser,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,1,1,1,6,4,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=what%20happens%20when%20you%20type%20a%20url%20in%20the%20browser&hl=en-GB
40d87bbdcd97,comparison,,,,api_questions,what is an api | how does an api work,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,262 | 17,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=what%20is%20an%20api%2Chow%20does%20an%20api%20work&hl=en-GB
30ecc33e9a4b,exact,what happens when you type a url in the browser,what happens when you type a url in the browser,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,2,1,1,6,4,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=what%20happens%20when%20you%20type%20a%20url%20in%20the%20browser&hl=en-GB
d463a3936620,comparison,,,,technical_debt_questions,technical debt | what is technical debt,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,109 | 92,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=technical%20debt%2Cwhat%20is%20technical%20debt&hl=en-GB
584e229bc1de,exact,frontend backend database,frontend backend database,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,10,2,2,25,15,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=frontend%20backend%20database&hl=en-GB
a57dda77f592,comparison,,,,technical_debt_questions,technical debt | what is technical debt,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,262 | 154,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=technical%20debt%2Cwhat%20is%20technical%20debt&hl=en-GB
c4b8c663e258,exact,frontend backend database,frontend backend database,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,12,5,3,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=frontend%20backend%20database&hl=en-GB
6fd4df3e6cca,comparison,,,,technical_debt_questions,technical debt | what is technical debt,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,65 | 10,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=technical%20debt%2Cwhat%20is%20technical%20debt&hl=en-GB
8740b3a00441,exact,frontend backend database,frontend backend database,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,insufficient_no_series,0,0,0,0,0,0,0,Signed-in Google Trends rendered interface,Related queries panel unavailable; Related topics panel unavailable,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=frontend%20backend%20database&hl=en-GB
b03b47f4f877,fallback,frontend backend database,frontend backend,frontend backend,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,fallback_sufficient,109,87,23,9,24,20,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=frontend%20backend&hl=en-GB
d27e98d3ec23,comparison,,,,technical_debt_questions,technical debt | what is technical debt,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,143 | 12,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=technical%20debt%2Cwhat%20is%20technical%20debt&hl=en-GB
aeb4dcc2c3d5,exact,frontend backend database,frontend backend database,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,insufficient_no_series,0,0,0,0,0,0,0,Signed-in Google Trends rendered interface,Related queries panel unavailable; Related topics panel unavailable,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=frontend%20backend%20database&hl=en-GB
bc04b9f47cc8,fallback,frontend backend database,frontend backend,frontend backend,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,fallback_sufficient,262,191,25,25,24,24,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=frontend%20backend&hl=en-GB
6670c940178f,comparison,,,,technical_debt_questions,technical debt | what is technical debt,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,109 | 108,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=technical%20debt%2Cwhat%20is%20technical%20debt&hl=en-GB
e45841a4f354,exact,frontend backend database,frontend backend database,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,101,25,2,25,18,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=frontend%20backend%20database&hl=en-GB
3bf4fea8fa65,comparison,,,,technical_debt_questions,technical debt | what is technical debt,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,262 | 257,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=technical%20debt%2Cwhat%20is%20technical%20debt&hl=en-GB
db862360f200,exact,frontend backend database,frontend backend database,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,226,25,9,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=frontend%20backend%20database&hl=en-GB
69f45d8ed606,comparison,,,,vibe_coding_questions,vibe coding | what is vibe coding | vibe coding for beginners | how to vibe code,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,82 | 78 | 2 | 73,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=vibe%20coding%2Cwhat%20is%20vibe%20coding%2Cvibe%20coding%20for%20beginners%2Chow%20to%20vibe%20code&hl=en-GB
234fe01ec809,exact,application architecture explained,application architecture explained,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,2,0,0,15,9,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=application%20architecture%20explained&hl=en-GB
8f377e6cf77f,comparison,,,,vibe_coding_questions,vibe coding | what is vibe coding | vibe coding for beginners | how to vibe code,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,85 | 78 | 2 | 75,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=vibe%20coding%2Cwhat%20is%20vibe%20coding%2Cvibe%20coding%20for%20beginners%2Chow%20to%20vibe%20code&hl=en-GB
63fcf0c47c11,exact,application architecture explained,application architecture explained,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,3,0,0,17,14,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=application%20architecture%20explained&hl=en-GB
1e18931a34cf,comparison,,,,vibe_coding_questions,vibe coding | what is vibe coding | vibe coding for beginners | how to vibe code,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,79 | 65 | 0 | 12,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=vibe%20coding%2Cwhat%20is%20vibe%20coding%2Cvibe%20coding%20for%20beginners%2Chow%20to%20vibe%20code&hl=en-GB
de18564684a8,exact,application architecture explained,application architecture explained,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,1,0,0,4,3,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=application%20architecture%20explained&hl=en-GB
26baab5f9340,comparison,,,,vibe_coding_questions,vibe coding | what is vibe coding | vibe coding for beginners | how to vibe code,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,80 | 66 | 0 | 12,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=vibe%20coding%2Cwhat%20is%20vibe%20coding%2Cvibe%20coding%20for%20beginners%2Chow%20to%20vibe%20code&hl=en-GB
a25b37af54c0,exact,application architecture explained,application architecture explained,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,1,0,0,5,2,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=application%20architecture%20explained&hl=en-GB
a17c7ead8019,comparison,,,,vibe_coding_questions,vibe coding | what is vibe coding | vibe coding for beginners | how to vibe code,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,82 | 78 | 2 | 76,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=vibe%20coding%2Cwhat%20is%20vibe%20coding%2Cvibe%20coding%20for%20beginners%2Chow%20to%20vibe%20code&hl=en-GB
aefed03237dc,exact,application architecture explained,application architecture explained,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,19,0,0,20,16,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=application%20architecture%20explained&hl=en-GB
512f660a70ba,comparison,,,,vibe_coding_questions,vibe coding | what is vibe coding | vibe coding for beginners | how to vibe code,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,82 | 78 | 2 | 76,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=vibe%20coding%2Cwhat%20is%20vibe%20coding%2Cvibe%20coding%20for%20beginners%2Chow%20to%20vibe%20code&hl=en-GB
f89c5107d84d,exact,application architecture explained,application architecture explained,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,20,0,0,16,13,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=application%20architecture%20explained&hl=en-GB
dfa0c655b9bf,comparison,,,,delivery_terms,ci/cd | continuous deployment,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,109 | 105,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=ci%2Fcd%2Ccontinuous%20deployment&hl=en-GB
f3844492566e,exact,what is an api,what is an api,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,109,25,25,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=what%20is%20an%20api&hl=en-GB
761d8a106b51,comparison,,,,delivery_terms,ci/cd | continuous deployment,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,262 | 255,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=ci%2Fcd%2Ccontinuous%20deployment&hl=en-GB
3d2f8eed4c87,exact,what is an api,what is an api,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,262,25,25,25,23,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=what%20is%20an%20api&hl=en-GB
485b761350d6,comparison,,,,delivery_terms,ci/cd | continuous deployment,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,108 | 10,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=ci%2Fcd%2Ccontinuous%20deployment&hl=en-GB
7dc884244f98,exact,what is an api,what is an api,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,108,25,18,13,10,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=what%20is%20an%20api&hl=en-GB
e374c447fb68,comparison,,,,delivery_terms,ci/cd | continuous deployment,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,258 | 19,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=ci%2Fcd%2Ccontinuous%20deployment&hl=en-GB
ab3293533384,exact,what is an api,what is an api,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,259,25,25,21,14,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=what%20is%20an%20api&hl=en-GB
18836f2f4622,comparison,,,,delivery_terms,ci/cd | continuous deployment,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,109 | 109,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=ci%2Fcd%2Ccontinuous%20deployment&hl=en-GB
94f2caeb975e,exact,what is an api,what is an api,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,109,25,25,25,24,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=what%20is%20an%20api&hl=en-GB
ec4019232cfd,comparison,,,,delivery_terms,ci/cd | continuous deployment,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,262 | 262,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=ci%2Fcd%2Ccontinuous%20deployment&hl=en-GB
9ddd21ecaf33,exact,what is an api,what is an api,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,262,25,25,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=what%20is%20an%20api&hl=en-GB
0fa80f48d60e,comparison,,,,ai_building_terms,vibe coding | Claude Code | Lovable,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,78 | 79 | 94,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=vibe%20coding%2CClaude%20Code%2CLovable&hl=en-GB
1b8abd1a9ebb,exact,how does an api work,how does an api work,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,66,4,2,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=how%20does%20an%20api%20work&hl=en-GB
e950b11f3e50,comparison,,,,ai_building_terms,vibe coding | Claude Code | Lovable,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,78 | 80 | 214,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=vibe%20coding%2CClaude%20Code%2CLovable&hl=en-GB
5f6fecf01b39,exact,how does an api work,how does an api work,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,74,8,5,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=how%20does%20an%20api%20work&hl=en-GB
8e77dd5d13af,comparison,,,,ai_building_terms,vibe coding | Claude Code | Lovable,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,79 | 97 | 109,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=vibe%20coding%2CClaude%20Code%2CLovable&hl=en-GB
11a967cd7730,exact,how does an api work,how does an api work,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,4,2,1,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=how%20does%20an%20api%20work&hl=en-GB
7ba628f9d497,comparison,,,,ai_building_terms,vibe coding | Claude Code | Lovable,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,79 | 102 | 255,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=vibe%20coding%2CClaude%20Code%2CLovable&hl=en-GB
0a8df4380f99,exact,how does an api work,how does an api work,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,5,3,2,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=how%20does%20an%20api%20work&hl=en-GB
475d1a97afb3,comparison,,,,ai_building_terms,vibe coding | Claude Code | Lovable,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,77 | 79 | 109,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=vibe%20coding%2CClaude%20Code%2CLovable&hl=en-GB
606aef7d29bd,exact,how does an api work,how does an api work,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,98,10,3,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=how%20does%20an%20api%20work&hl=en-GB
34bc096d9b53,comparison,,,,ai_building_terms,vibe coding | Claude Code | Lovable,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,77 | 80 | 262,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=vibe%20coding%2CClaude%20Code%2CLovable&hl=en-GB
05e34c3d5b91,exact,how does an api work,how does an api work,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,187,21,9,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=how%20does%20an%20api%20work&hl=en-GB
bdd93e4b85a5,exact,api integration,api integration,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,109,25,25,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=api%20integration&hl=en-GB
b7bded99b7be,exact,api integration,api integration,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,262,25,25,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=api%20integration&hl=en-GB
649d878e9606,exact,api integration,api integration,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,109,25,22,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=api%20integration&hl=en-GB
348ccda0eb82,exact,api integration,api integration,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,261,25,25,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=api%20integration&hl=en-GB
fa7ec514b17d,exact,api integration,api integration,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,109,25,25,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=api%20integration&hl=en-GB
