comparison_group,terms,geography,date_range,date,term,interest,run_id,term_type,geo_code,search_type,category,retrieval_date,is_partial,data_status
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-01-26,what is an api,8,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-01-26,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-02-02,what is an api,9,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-02-02,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-02-09,what is an api,10,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-02-09,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-02-16,what is an api,12,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-02-16,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-02-23,what is an api,10,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-02-23,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-03-02,what is an api,9,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-03-02,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-03-09,what is an api,8,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-03-09,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-03-16,what is an api,8,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-03-16,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-03-23,what is an api,9,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-03-23,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-03-30,what is an api,8,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-03-30,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-04-06,what is an api,9,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-04-06,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-04-13,what is an api,7,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-04-13,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-04-20,what is an api,8,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-04-20,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-04-27,what is an api,9,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-04-27,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-05-04,what is an api,9,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-05-04,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-05-11,what is an api,8,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-05-11,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-05-18,what is an api,9,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-05-18,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-05-25,what is an api,9,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-05-25,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-06-01,what is an api,12,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-06-01,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-06-08,what is an api,14,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-06-08,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-06-15,what is an api,15,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-06-15,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-06-22,what is an api,16,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-06-22,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-06-29,what is an api,13,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-06-29,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-07-06,what is an api,13,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-07-06,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-07-13,what is an api,14,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-07-13,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-07-20,what is an api,16,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-07-20,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-07-27,what is an api,15,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-07-27,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-08-03,what is an api,15,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-08-03,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-08-10,what is an api,19,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-08-10,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-08-17,what is an api,14,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-08-17,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-08-24,what is an api,11,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-08-24,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-08-31,what is an api,13,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-08-31,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-09-07,what is an api,12,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-09-07,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-09-14,what is an api,16,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-09-14,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-09-21,what is an api,21,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-09-21,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-09-28,what is an api,16,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-09-28,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-10-05,what is an api,14,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-10-05,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-10-12,what is an api,15,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-10-12,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-10-19,what is an api,15,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-10-19,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-10-26,what is an api,14,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-10-26,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-11-02,what is an api,16,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-11-02,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-11-09,what is an api,16,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-11-09,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-11-16,what is an api,14,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-11-16,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-11-23,what is an api,20,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-11-23,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-11-30,what is an api,34,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-11-30,how does an api work,2,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-12-07,what is an api,34,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-12-07,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-12-14,what is an api,28,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-12-14,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-12-21,what is an api,19,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-12-21,how does an api work,0,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-12-28,what is an api,23,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2025-12-28,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2026-01-04,what is an api,30,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2026-01-04,how does an api work,1,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
api_questions,what is an api | how does an api work,US,2024-08-01 to 2026-08-24,2026-01-11,what is an api,39,2a8e70cc2eca,Search term,US,Google Web Search,All categories,2026-08-24,False,sufficient
